tm,Tsp1,T1,Q1,P,ierr,D,iae
517.3,57,52.8,74.56,25.2,49.36,0,1944.1
518.3,57,53.13,72.89,23.22,49.67,0,1947.97
519.3,57,53.22,72.65,22.68,49.97,0,1951.75
520.3,57,53.45,71.56,21.3,50.26,0,1955.3
521.3,57,53.71,70.26,19.74,50.52,0,1958.59
522.3,57,53.77,70.16,19.38,50.78,0,1961.82
523.3,57,54.09,68.48,17.46,51.02,0,1964.73
524.3,57,54.09,68.71,17.46,51.25,0,1967.64
525.4,57,54.41,67,15.54,51.46,0,1970.23
526.4,57,54.58,66.17,14.52,51.65,0,1972.65
527.4,57,54.74,65.39,13.56,51.83,0,1974.91
528.4,57,54.96,64.24,12.24,52,0,1976.95
529.4,57,55.09,63.61,11.46,52.15,0,1978.86
530.4,57,55.32,62.37,10.08,52.29,0,1980.54
531.4,57,55.38,62.14,9.72,52.42,0,1982.16
532.4,57,55.54,61.29,8.76,52.53,0,1983.62
533.4,57,55.7,60.44,7.8,52.64,0,1984.92
534.4,57,55.74,60.3,7.56,52.74,0,1986.18
535.4,57,56.03,58.64,5.82,52.82,0,1987.15
536.4,57,56.03,58.71,5.82,52.89,0,1988.12
537.4,57,56.35,56.85,3.9,52.95,0,1988.77
538.4,57,56.35,56.9,3.9,53,0,1989.42
539.4,57,56.57,55.61,2.58,53.03,0,1989.85
540.4,57,56.67,55.04,1.98,53.06,0,1990.18
541.4,57,56.73,54.7,1.62,53.08,0,1990.45
542.4,57,56.96,53.32,0.24,53.08,0,1990.49
543.4,57,56.99,53.14,0.06,53.08,0,1990.5
544.4,57,56.99,53.15,0.06,53.09,0,1990.51
545.4,57,57.06,52.72,-0.36,53.08,0,1990.57
546.4,57,57.31,51.2,-1.86,53.06,0,1990.88
547.4,57,57.31,51.17,-1.86,53.03,0,1991.19
548.4,57,57.38,50.72,-2.28,53,0,1991.57
549.4,57,57.64,49.11,-3.84,52.95,0,1992.21
550.4,57,57.64,49.06,-3.84,52.9,0,1992.85
551.4,57,57.64,49.01,-3.84,52.85,0,1993.49
552.4,57,57.73,48.41,-4.38,52.79,0,1994.22
553.4,57,57.89,47.38,-5.34,52.72,0,1995.11
554.4,57,57.96,46.88,-5.76,52.64,0,1996.07
555.4,57,57.96,46.8,-5.76,52.56,0,1997.03
556.4,57,57.96,46.73,-5.76,52.49,0,1997.99
557.4,57,58.06,46.04,-6.36,52.4,0,1999.05
558.4,57,58.15,45.41,-6.9,52.31,0,2000.2
559.4,57,58.22,44.89,-7.32,52.21,0,2001.42
560.4,57,58.28,44.43,-7.68,52.11,0,2002.7
561.5,57,58.28,44.32,-7.68,52,0,2003.98
562.5,57,58.28,44.22,-7.68,51.9,0,2005.26
563.5,57,58.28,44.12,-7.68,51.8,0,2006.54
564.5,57,58.31,43.83,-7.86,51.69,0,2007.85
565.5,57,58.28,43.91,-7.68,51.59,0,2009.13
566.5,57,58.28,43.81,-7.68,51.49,0,2010.41
567.5,57,58.41,42.92,-8.46,51.38,0,2011.82
568.5,57,58.47,42.44,-8.82,51.26,0,2013.29
569.5,57,58.57,41.71,-9.42,51.13,0,2014.86
570.5,57,58.6,41.4,-9.6,51,0,2016.46
571.5,57,58.6,41.28,-9.6,50.88,0,2018.06
572.5,57,58.6,41.15,-9.6,50.75,0,2019.66
573.5,57,58.6,41.02,-9.6,50.62,0,2021.26
574.5,57,58.6,40.89,-9.6,50.49,0,2022.86
575.5,57,58.6,40.76,-9.6,50.36,0,2024.46
576.5,57,58.6,40.63,-9.6,50.23,0,2026.06
577.5,57,58.6,40.51,-9.6,50.11,0,2027.66
578.5,57,58.6,40.38,-9.6,49.98,0,2029.26
579.5,57,58.6,40.25,-9.6,49.85,0,2030.86
580.5,57,58.6,40.12,-9.6,49.72,0,2032.46
581.5,57,58.6,39.99,-9.6,49.59,0,2034.06
582.5,57,58.6,39.86,-9.6,49.46,0,2035.66
583.5,57,58.6,39.73,-9.6,49.33,0,2037.26
584.5,57,58.6,39.61,-9.6,49.21,0,2038.86
585.5,57,58.6,39.48,-9.6,49.08,0,2040.46
586.5,57,58.6,39.35,-9.6,48.95,0,2042.06
587.5,57,58.6,39.22,-9.6,48.82,0,2043.66
588.5,57,58.57,39.27,-9.42,48.69,0,2045.23
589.5,57,58.54,39.33,-9.24,48.57,0,2046.77
590.5,57,58.44,39.81,-8.64,48.45,0,2048.21
591.6,57,58.57,38.91,-9.42,48.33,0,2049.78
592.6,57,58.44,39.57,-8.64,48.21,0,2051.22
593.6,57,58.35,40.01,-8.1,48.11,0,2052.57
594.6,57,58.28,40.32,-7.68,48,0,2053.85
595.6,57,58.28,40.22,-7.68,47.9,0,2055.13
596.6,57,58.28,40.12,-7.68,47.8,0,2056.41
597.6,57,58.28,40.01,-7.68,47.69,0,2057.69
598.6,57,58.28,39.91,-7.68,47.59,0,2058.97
599.6,57,58.28,39.81,-7.68,47.49,0,2060.25
600.6,57,58.28,39.71,-7.68,47.39,0,2061.53
601.6,57,58.28,39.6,-7.68,47.28,0,2062.81
602.6,57,58.28,39.5,-7.68,47.18,0,2064.09
603.6,57,58.28,39.4,-7.68,47.08,0,2065.37
604.6,57,58.28,39.3,-7.68,46.98,0,2066.65
605.6,57,58.12,40.17,-6.72,46.89,0,2067.77
606.6,57,57.99,40.87,-5.94,46.81,0,2068.76
607.6,57,57.96,40.97,-5.76,46.73,0,2069.72
608.6,57,57.96,40.89,-5.76,46.65,0,2070.68
609.6,57,57.96,40.82,-5.76,46.58,0,2071.64
610.6,57,57.93,40.92,-5.58,46.5,0,2072.57
611.6,57,57.96,40.66,-5.76,46.42,0,2073.53
612.6,57,57.89,41.01,-5.34,46.35,0,2074.42
613.6,57,57.83,41.31,-4.98,46.29,0,2075.25
614.6,57,57.77,41.6,-4.62,46.22,0,2076.02
615.6,57,57.73,41.79,-4.38,46.17,0,2076.75
616.6,57,57.64,42.27,-3.84,46.11,0,2077.39
617.6,57,57.64,42.22,-3.84,46.06,0,2078.03
618.6,57,57.64,42.17,-3.84,46.01,0,2078.67
619.6,57,57.64,42.12,-3.84,45.96,0,2079.31
620.6,57,57.64,42.07,-3.84,45.91,0,2079.95
621.6,57,57.64,42.02,-3.84,45.86,0,2080.59
622.6,57,57.57,42.39,-3.42,45.81,0,2081.16
623.6,57,57.54,42.53,-3.24,45.77,0,2081.7
624.6,57,57.38,43.46,-2.28,45.74,0,2082.08
625.6,57,57.38,43.43,-2.28,45.71,0,2082.46
626.6,57,57.31,43.82,-1.86,45.68,0,2082.77
627.6,57,57.31,43.8,-1.86,45.66,0,2083.08
628.6,57,57.31,43.77,-1.86,45.63,0,2083.39
629.7,57,57.31,43.75,-1.86,45.61,0,2083.7
630.7,57,57.31,43.72,-1.86,45.58,0,2084.01
631.7,57,57.31,43.7,-1.86,45.56,0,2084.32
632.7,57,57.31,43.67,-1.86,45.53,0,2084.63
633.7,57,57.22,44.2,-1.32,45.52,0,2084.85
634.7,57,57.22,44.18,-1.32,45.5,0,2085.07
635.7,57,57.12,44.77,-0.72,45.49,0,2085.19
636.7,57,57.09,44.94,-0.54,45.48,0,2085.28
637.7,57,57.02,45.36,-0.12,45.48,0,2085.3
638.7,57,56.99,45.54,0.06,45.48,0,2085.31
639.7,57,56.99,45.54,0.06,45.48,0,2085.32
640.7,57,56.99,45.54,0.06,45.48,0,2085.33
641.7,57,56.99,45.54,0.06,45.48,0,2085.34
642.7,57,56.99,45.54,0.06,45.48,0,2085.35
643.7,57,56.99,45.54,0.06,45.48,0,2085.36
644.7,57,56.86,46.34,0.84,45.5,0,2085.5
645.7,57,56.77,46.89,1.38,45.51,0,2085.73
646.7,57,56.67,47.52,1.98,45.54,0,2086.06
647.7,57,56.67,47.55,1.98,45.57,0,2086.39
648.7,57,56.67,47.57,1.98,45.59,0,2086.72
649.7,57,56.67,47.6,1.98,45.62,0,2087.05
650.7,57,56.64,47.81,2.16,45.65,0,2087.41
651.7,57,56.67,47.66,1.98,45.68,0,2087.74
652.7,57,56.54,48.47,2.76,45.71,0,2088.2
653.7,57,56.57,48.33,2.58,45.75,0,2088.63
654.7,57,56.54,48.54,2.76,45.78,0,2089.09
655.7,57,56.51,48.76,2.94,45.82,0,2089.58
656.7,57,56.41,49.41,3.54,45.87,0,2090.17
657.7,57,56.38,49.64,3.72,45.92,0,2090.79
658.7,57,56.35,49.87,3.9,45.97,0,2091.44
659.7,57,56.35,49.92,3.9,46.02,0,2092.09
660.7,57,56.35,49.98,3.9,46.08,0,2092.74
661.7,57,56.35,50.03,3.9,46.13,0,2093.39
662.7,57,56.35,50.08,3.9,46.18,0,2094.04
663.7,57,56.35,50.13,3.9,46.23,0,2094.69
664.7,57,56.35,50.18,3.9,46.28,0,2095.34
665.7,57,56.35,50.24,3.9,46.34,0,2095.99
666.7,57,56.35,50.29,3.9,46.39,0,2096.64
667.7,57,56.32,50.52,4.08,46.44,0,2097.32
668.7,57,56.35,50.4,3.9,46.5,0,2097.97
669.7,57,56.35,50.45,3.9,46.55,0,2098.62
670.7,57,56.35,50.5,3.9,46.6,0,2099.27
671.7,57,56.32,50.73,4.08,46.65,0,2099.95
672.7,57,56.32,50.79,4.08,46.71,0,2100.63
673.7,57,56.19,51.63,4.86,46.77,0,2101.44
674.7,57,56.25,51.33,4.5,46.83,0,2102.19
675.7,57,56.03,52.73,5.82,46.91,0,2103.16
676.7,57,56.03,52.81,5.82,46.99,0,2104.13
677.7,57,56.03,52.89,5.82,47.07,0,2105.1
678.7,57,56.03,52.97,5.82,47.15,0,2106.07
679.7,57,56.03,53.04,5.82,47.22,0,2107.04
680.7,57,56.06,52.94,5.64,47.3,0,2107.98
681.8,57,56.03,53.2,5.82,47.38,0,2108.95
682.8,57,56.03,53.27,5.82,47.45,0,2109.92
683.8,57,56.03,53.35,5.82,47.53,0,2110.89
684.8,57,56.03,53.43,5.82,47.61,0,2111.86
685.8,57,56.03,53.51,5.82,47.69,0,2112.83
686.8,57,56.06,53.4,5.64,47.76,0,2113.77
687.8,57,56.03,53.66,5.82,47.84,0,2114.74
688.8,57,56.03,53.74,5.82,47.92,0,2115.71
689.8,57,56.03,53.82,5.82,48,0,2116.68
690.8,57,56.03,53.89,5.82,48.07,0,2117.65
691.8,57,56.03,53.97,5.82,48.15,0,2118.62
692.8,57,56.06,53.87,5.64,48.23,0,2119.56
693.8,57,56.06,53.94,5.64,48.3,0,2120.5
694.8,57,56.03,54.2,5.82,48.38,0,2121.47
695.8,57,56.03,54.28,5.82,48.46,0,2122.44
696.8,57,56.06,54.17,5.64,48.53,0,2123.38
697.8,57,56.19,53.46,4.86,48.6,0,2124.19
698.8,57,56.25,53.16,4.5,48.66,0,2124.94
699.8,57,56.28,53.04,4.32,48.72,0,2125.66
700.8,57,56.25,53.28,4.5,48.78,0,2126.41
701.8,57,56.22,53.52,4.68,48.84,0,2127.19
702.8,57,56.35,52.79,3.9,48.89,0,2127.84
703.8,57,56.32,53.03,4.08,48.95,0,2128.52
704.8,57,56.32,53.08,4.08,49,0,2129.2
705.8,57,56.35,52.95,3.9,49.05,0,2129.85
706.8,57,56.35,53,3.9,49.1,0,2130.5
707.8,57,56.35,53.06,3.9,49.16,0,2131.15
708.8,57,56.35,53.11,3.9,49.21,0,2131.8
709.8,57,56.35,53.16,3.9,49.26,0,2132.45
710.8,57,56.35,53.21,3.9,49.31,0,2133.1
711.8,57,56.35,53.26,3.9,49.36,0,2133.75
712.8,57,56.35,53.32,3.9,49.42,0,2134.4
713.8,57,56.35,53.37,3.9,49.47,0,2135.05
714.8,57,56.35,53.42,3.9,49.52,0,2135.7
715.8,57,56.35,53.47,3.9,49.57,0,2136.35
716.8,57,56.35,53.53,3.9,49.63,0,2137
717.8,57,56.44,53.03,3.36,49.67,0,2137.56
718.8,57,56.51,52.65,2.94,49.71,0,2138.05
719.8,57,56.48,52.87,3.12,49.75,0,2138.57
720.8,57,56.67,51.76,1.98,49.78,0,2138.9
721.8,57,56.64,51.97,2.16,49.81,0,2139.26
722.8,57,56.67,51.81,1.98,49.83,0,2139.59
723.8,57,56.67,51.84,1.98,49.86,0,2139.92
724.9,57,56.64,52.05,2.16,49.89,0,2140.28
725.9,57,56.67,51.89,1.98,49.91,0,2140.61
726.9,57,56.67,51.92,1.98,49.94,0,2140.94
727.9,57,56.67,51.95,1.98,49.97,0,2141.27
728.9,57,56.67,51.97,1.98,49.99,0,2141.6
729.9,57,56.67,52,1.98,50.02,0,2141.93
730.9,57,56.67,52.03,1.98,50.05,0,2142.26
731.9,57,56.67,52.05,1.98,50.07,0,2142.59
732.9,57,56.67,52.08,1.98,50.1,0,2142.92
733.9,57,56.67,52.11,1.98,50.13,0,2143.25
734.9,57,56.67,52.13,1.98,50.15,0,2143.58
735.9,57,56.67,52.16,1.98,50.18,0,2143.91
736.9,57,56.73,51.82,1.62,50.2,0,2144.18
737.9,57,56.67,52.21,1.98,50.23,0,2144.51
738.9,57,56.7,52.05,1.8,50.25,0,2144.81
739.9,57,56.73,51.89,1.62,50.27,0,2145.08
740.9,57,56.86,51.12,0.84,50.28,0,2145.22
741.9,57,56.8,51.5,1.2,50.3,0,2145.42
742.9,57,56.93,50.73,0.42,50.31,0,2145.49
743.9,57,56.9,50.91,0.6,50.31,0,2145.59
744.9,57,56.8,51.53,1.2,50.33,0,2145.79
745.9,57,56.93,50.76,0.42,50.34,0,2145.86
746.9,57,56.96,50.58,0.24,50.34,0,2145.9
747.9,57,56.99,50.4,0.06,50.34,0,2145.91
748.9,57,56.99,50.4,0.06,50.34,0,2145.92
749.9,57,56.99,50.4,0.06,50.34,0,2145.93
750.9,57,56.99,50.4,0.06,50.34,0,2145.94
751.9,57,56.99,50.4,0.06,50.34,0,2145.95
752.9,57,56.99,50.4,0.06,50.34,0,2145.96
753.9,57,56.99,50.4,0.06,50.34,0,2145.97
754.9,57,56.99,50.4,0.06,50.34,0,2145.98
755.9,57,56.99,50.41,0.06,50.35,0,2145.99
756.9,57,57.12,49.62,-0.72,50.34,0,2146.11
757.9,57,57.06,49.97,-0.36,50.33,0,2146.17
758.9,57,57.28,48.63,-1.68,50.31,0,2146.45
759.9,57,57.02,50.19,-0.12,50.31,0,2146.47
760.9,57,57.25,48.79,-1.5,50.29,0,2146.72
761.9,57,57.22,48.95,-1.32,50.27,0,2146.94
762.9,57,57.15,49.36,-0.9,50.26,0,2147.09
763.9,57,57.25,48.74,-1.5,50.24,0,2147.34
764.9,57,57.28,48.53,-1.68,50.21,0,2147.62
765.9,57,57.28,48.51,-1.68,50.19,0,2147.9
766.9,57,57.28,48.49,-1.68,50.17,0,2148.18
767.9,57,57.31,48.29,-1.86,50.15,0,2148.49
768.9,57,57.31,48.26,-1.86,50.12,0,2148.8
769.9,57,57.31,48.24,-1.86,50.1,0,2149.11
770.9,57,57.31,48.21,-1.86,50.07,0,2149.42
771.9,57,57.31,48.19,-1.86,50.05,0,2149.73
772.9,57,57.31,48.16,-1.86,50.02,0,2150.04
774,57,57.31,48.14,-1.86,50,0,2150.35
775,57,57.31,48.11,-1.86,49.97,0,2150.66
776,57,57.31,48.09,-1.86,49.95,0,2150.97
777,57,57.31,48.06,-1.86,49.92,0,2151.28
778,57,57.31,48.04,-1.86,49.9,0,2151.59
779,57,57.31,48.01,-1.86,49.87,0,2151.9
780,57,57.31,47.99,-1.86,49.85,0,2152.21
781,57,57.31,47.96,-1.86,49.82,0,2152.52
782,57,57.31,47.94,-1.86,49.8,0,2152.83
783,57,57.31,47.91,-1.86,49.77,0,2153.14
784,57,57.31,47.89,-1.86,49.75,0,2153.45
785,57,57.31,47.86,-1.86,49.72,0,2153.76
786,57,57.31,47.84,-1.86,49.7,0,2154.07
787,57,57.31,47.81,-1.86,49.67,0,2154.38
788,57,57.31,47.79,-1.86,49.65,0,2154.69
789,57,57.31,47.76,-1.86,49.62,0,2155
790,57,57.31,47.74,-1.86,49.6,0,2155.31
791,57,57.28,47.9,-1.68,49.58,0,2155.59
792,57,57.28,47.87,-1.68,49.55,0,2155.87
793,57,57.25,48.03,-1.5,49.53,0,2156.12
794,57,57.22,48.2,-1.32,49.52,0,2156.34
795,57,57.31,47.63,-1.86,49.49,0,2156.65
796,57,57.31,47.61,-1.86,49.47,0,2156.96
797,57,57.28,47.76,-1.68,49.44,0,2157.24
798,57,57.28,47.74,-1.68,49.42,0,2157.52
799,57,57.31,47.54,-1.86,49.4,0,2157.83
800,57,57.28,47.69,-1.68,49.37,0,2158.11
801,57,57.12,48.64,-0.72,49.36,0,2158.23
802,57,57.15,48.45,-0.9,49.35,0,2158.38
803,57,57.06,48.99,-0.36,49.35,0,2158.44
804,57,57.09,48.8,-0.54,49.34,0,2158.53
805,57,57.12,48.61,-0.72,49.33,0,2158.65
806,57,57.12,48.6,-0.72,49.32,0,2158.77
807.1,57,57.02,49.2,-0.12,49.32,0,2158.79
808.1,57,56.99,49.38,0.06,49.32,0,2158.8
809.1,57,56.99,49.38,0.06,49.32,0,2158.81
810.1,57,56.99,49.38,0.06,49.32,0,2158.82
811.1,57,56.99,49.38,0.06,49.32,0,2158.83
812.1,57,56.99,49.38,0.06,49.32,0,2158.84
813.1,57,56.99,49.38,0.06,49.32,0,2158.85
814.1,57,56.99,49.38,0.06,49.32,0,2158.86
815.1,57,56.99,49.39,0.06,49.33,0,2158.87
816.1,57,56.99,49.39,0.06,49.33,0,2158.88
817.1,57,56.99,49.39,0.06,49.33,0,2158.89
818.1,57,56.99,49.39,0.06,49.33,0,2158.9
819.1,57,56.99,49.39,0.06,49.33,0,2158.91
820.1,57,56.99,49.39,0.06,49.33,0,2158.92
821.1,57,56.99,49.39,0.06,49.33,0,2158.93
822.1,57,56.99,49.39,0.06,49.33,0,2158.94
823.1,57,56.99,49.39,0.06,49.33,0,2158.95
824.1,57,56.99,49.39,0.06,49.33,0,2158.96
825.1,57,56.99,49.39,0.06,49.33,0,2158.97
826.1,57,56.99,49.39,0.06,49.33,0,2158.98
827.1,57,56.99,49.39,0.06,49.33,0,2158.99
828.1,57,56.99,49.4,0.06,49.34,0,2159
829.1,57,57.02,49.21,-0.12,49.33,0,2159.02
830.1,57,56.99,49.39,0.06,49.33,0,2159.03
831.1,57,56.99,49.4,0.06,49.34,0,2159.04
832.1,57,56.99,49.4,0.06,49.34,0,2159.05
833.1,57,56.99,49.4,0.06,49.34,0,2159.06
834.1,57,56.99,49.4,0.06,49.34,0,2159.07
835.1,57,57.12,48.61,-0.72,49.33,0,2159.19
836.1,57,57.12,48.6,-0.72,49.32,0,2159.31
837.2,57,57.06,48.95,-0.36,49.31,0,2159.37
838.2,57,57.15,48.4,-0.9,49.3,0,2159.52
839.2,57,57.09,48.75,-0.54,49.29,0,2159.61
840.2,57,57.06,48.93,-0.36,49.29,0,2159.67
841.2,57,57.12,48.56,-0.72,49.28,0,2159.79
842.2,57,57.15,48.37,-0.9,49.27,0,2159.94
843.2,57,57.28,47.57,-1.68,49.25,0,2160.22
844.2,57,57.31,47.36,-1.86,49.22,0,2160.53
845.2,57,57.25,47.7,-1.5,49.2,0,2160.78
846.2,57,57.25,47.68,-1.5,49.18,0,2161.03
847.2,57,57.28,47.48,-1.68,49.16,0,2161.31
848.2,57,57.28,47.46,-1.68,49.14,0,2161.59
849.2,57,57.31,47.25,-1.86,49.11,0,2161.9
850.2,57,57.31,47.23,-1.86,49.09,0,2162.21
851.2,57,57.31,47.2,-1.86,49.06,0,2162.52
852.2,57,57.28,47.36,-1.68,49.04,0,2162.8
853.2,57,57.25,47.52,-1.5,49.02,0,2163.05
854.2,57,57.25,47.5,-1.5,49,0,2163.3
855.2,57,57.22,47.66,-1.32,48.98,0,2163.52
856.2,57,57.28,47.28,-1.68,48.96,0,2163.8
857.2,57,57.31,47.07,-1.86,48.93,0,2164.11
858.2,57,57.19,47.78,-1.14,48.92,0,2164.3
859.2,57,57.28,47.22,-1.68,48.9,0,2164.58
860.2,57,57.31,47.01,-1.86,48.87,0,2164.89
861.2,57,57.31,46.99,-1.86,48.85,0,2165.2
862.2,57,57.28,47.14,-1.68,48.82,0,2165.48
863.2,57,57.31,46.94,-1.86,48.8,0,2165.79
864.2,57,57.31,46.91,-1.86,48.77,0,2166.1
865.2,57,57.31,46.89,-1.86,48.75,0,2166.41
866.2,57,57.31,46.86,-1.86,48.72,0,2166.72
867.2,57,57.31,46.84,-1.86,48.7,0,2167.03
868.2,57,57.31,46.81,-1.86,48.67,0,2167.34
869.2,57,57.31,46.79,-1.86,48.65,0,2167.65
870.2,57,57.25,47.13,-1.5,48.63,0,2167.9
871.2,57,57.25,47.11,-1.5,48.61,0,2168.15
872.2,57,57.12,47.88,-0.72,48.6,0,2168.27
873.2,57,57.02,48.48,-0.12,48.6,0,2168.29
874.2,57,57.15,47.69,-0.9,48.59,0,2168.44
875.2,57,56.99,48.65,0.06,48.59,0,2168.45
876.2,57,57.06,48.22,-0.36,48.58,0,2168.51
877.2,57,57.09,48.04,-0.54,48.58,0,2168.6
878.3,57,57.09,48.03,-0.54,48.57,0,2168.69
879.3,57,57.02,48.45,-0.12,48.57,0,2168.71
880.3,57,56.99,48.63,0.06,48.57,0,2168.72
881.3,57,56.99,48.63,0.06,48.57,0,2168.73
882.3,57,56.99,48.63,0.06,48.57,0,2168.74
883.3,57,56.99,48.63,0.06,48.57,0,2168.75
884.3,57,56.99,48.63,0.06,48.57,0,2168.76
885.3,57,56.99,48.63,0.06,48.57,0,2168.77
886.3,57,56.99,48.63,0.06,48.57,0,2168.78
887.3,57,56.99,48.63,0.06,48.57,0,2168.79
888.3,57,56.99,48.63,0.06,48.57,0,2168.8
889.3,57,56.99,48.63,0.06,48.57,0,2168.81
890.3,57,56.99,48.64,0.06,48.58,0,2168.82
891.3,57,56.99,48.64,0.06,48.58,0,2168.83
892.3,57,56.99,48.64,0.06,48.58,0,2168.84
893.3,57,56.99,48.64,0.06,48.58,0,2168.85
894.3,57,56.99,48.64,0.06,48.58,0,2168.86
895.3,57,57.02,48.46,-0.12,48.58,0,2168.88
896.3,57,56.99,48.64,0.06,48.58,0,2168.89
897.3,57,56.99,48.64,0.06,48.58,0,2168.9
898.3,57,56.99,48.64,0.06,48.58,0,2168.91
899.3,57,56.99,48.64,0.06,48.58,0,2168.92
900.3,57,56.99,48.64,0.06,48.58,0,2168.93
901.3,57,57.02,48.46,-0.12,48.58,0,2168.95
902.3,57,56.99,48.64,0.06,48.58,0,2168.96
903.3,57,56.99,48.64,0.06,48.58,0,2168.97
904.3,57,56.99,48.64,0.06,48.58,0,2168.98
905.3,57,56.99,48.64,0.06,48.58,0,2168.99
906.3,57,56.99,48.64,0.06,48.58,0,2169
907.3,57,56.99,48.64,0.06,48.58,0,2169.01
908.3,57,56.99,48.64,0.06,48.58,0,2169.02
909.3,57,56.99,48.65,0.06,48.59,0,2169.03
910.4,57,56.99,48.65,0.06,48.59,0,2169.04
911.4,57,56.99,48.65,0.06,48.59,0,2169.05
912.4,57,56.99,48.65,0.06,48.59,0,2169.06
913.4,57,56.99,48.65,0.06,48.59,0,2169.07
914.4,57,56.99,48.65,0.06,48.59,0,2169.08
915.4,57,57.02,48.47,-0.12,48.59,0,2169.1
916.4,57,57.02,48.47,-0.12,48.59,0,2169.12
917.4,57,56.99,48.65,0.06,48.59,0,2169.13
918.4,57,56.99,48.65,0.06,48.59,0,2169.14
919.4,57,57.15,47.68,-0.9,48.58,0,2169.29
920.4,57,57.12,47.85,-0.72,48.57,0,2169.41
921.4,57,57.02,48.44,-0.12,48.56,0,2169.43
922.4,57,56.99,48.63,0.06,48.57,0,2169.44
923.4,57,56.99,48.63,0.06,48.57,0,2169.45
924.4,57,56.99,48.63,0.06,48.57,0,2169.46
925.4,57,56.99,48.63,0.06,48.57,0,2169.47
926.4,57,57.02,48.45,-0.12,48.57,0,2169.49
927.4,57,56.99,48.63,0.06,48.57,0,2169.5
928.4,57,56.99,48.63,0.06,48.57,0,2169.51
929.4,57,56.99,48.63,0.06,48.57,0,2169.52
930.4,57,56.99,48.63,0.06,48.57,0,2169.53
931.4,57,56.99,48.63,0.06,48.57,0,2169.54
932.4,57,56.99,48.63,0.06,48.57,0,2169.55
933.4,57,56.99,48.63,0.06,48.57,0,2169.56
934.4,57,56.99,48.63,0.06,48.57,0,2169.57
935.4,57,56.99,48.63,0.06,48.57,0,2169.58
936.4,57,56.99,48.63,0.06,48.57,0,2169.59
937.4,57,56.99,48.64,0.06,48.58,0,2169.6
938.4,57,56.99,48.64,0.06,48.58,0,2169.61
939.4,57,56.99,48.64,0.06,48.58,0,2169.62
940.4,57,57.02,48.46,-0.12,48.58,0,2169.64
941.4,57,56.99,48.64,0.06,48.58,0,2169.65
942.4,57,56.99,48.64,0.06,48.58,0,2169.66
943.4,57,56.99,48.64,0.06,48.58,0,2169.67
944.4,57,57.02,48.46,-0.12,48.58,0,2169.69
945.4,57,56.99,48.64,0.06,48.58,0,2169.7
946.4,57,56.99,48.64,0.06,48.58,0,2169.71
947.4,57,56.99,48.64,0.06,48.58,0,2169.72
948.4,57,56.99,48.64,0.06,48.58,0,2169.73
949.4,57,56.99,48.64,0.06,48.58,0,2169.74
950.4,57,56.99,48.64,0.06,48.58,0,2169.75
951.4,57,56.99,48.64,0.06,48.58,0,2169.76
952.4,57,56.99,48.64,0.06,48.58,0,2169.77
953.4,57,56.99,48.64,0.06,48.58,0,2169.78
954.5,57,56.99,48.64,0.06,48.58,0,2169.79
955.5,57,56.99,48.64,0.06,48.58,0,2169.8
956.5,57,56.99,48.65,0.06,48.59,0,2169.81
957.5,57,56.99,48.65,0.06,48.59,0,2169.82
958.5,57,56.99,48.65,0.06,48.59,0,2169.83
959.5,57,56.99,48.65,0.06,48.59,0,2169.84
960.5,57,56.99,48.65,0.06,48.59,0,2169.85
961.5,57,56.99,48.65,0.06,48.59,0,2169.86
962.5,57,56.99,48.65,0.06,48.59,0,2169.87
963.5,57,56.96,48.83,0.24,48.59,0,2169.91
964.5,57,56.99,48.65,0.06,48.59,0,2169.92
965.5,57,56.99,48.66,0.06,48.6,0,2169.93
966.5,57,56.99,48.66,0.06,48.6,0,2169.94
967.5,57,56.99,48.66,0.06,48.6,0,2169.95
968.5,57,56.99,48.66,0.06,48.6,0,2169.96
969.5,57,56.99,48.66,0.06,48.6,0,2169.97
970.5,57,56.96,48.84,0.24,48.6,0,2170.01
971.5,57,56.99,48.66,0.06,48.6,0,2170.02
972.5,57,56.99,48.66,0.06,48.6,0,2170.03
973.5,57,56.99,48.66,0.06,48.6,0,2170.04
974.5,57,56.99,48.66,0.06,48.6,0,2170.05
975.5,57,56.99,48.67,0.06,48.61,0,2170.06
976.5,57,56.99,48.67,0.06,48.61,0,2170.07
977.5,57,56.99,48.67,0.06,48.61,0,2170.08
978.5,57,56.99,48.67,0.06,48.61,0,2170.09
979.5,57,56.99,48.67,0.06,48.61,0,2170.1
980.5,57,56.99,48.67,0.06,48.61,0,2170.11
981.5,57,56.99,48.67,0.06,48.61,0,2170.12
982.5,57,56.99,48.67,0.06,48.61,0,2170.13
983.5,57,56.99,48.67,0.06,48.61,0,2170.14
984.5,57,56.99,48.67,0.06,48.61,0,2170.15
985.5,57,56.99,48.67,0.06,48.61,0,2170.16
986.5,57,56.99,48.67,0.06,48.61,0,2170.17
987.5,57,56.99,48.68,0.06,48.62,0,2170.18
988.5,57,56.99,48.68,0.06,48.62,0,2170.19
989.5,57,56.99,48.68,0.06,48.62,0,2170.2
990.5,57,56.99,48.68,0.06,48.62,0,2170.21
991.5,57,56.99,48.68,0.06,48.62,0,2170.22
992.5,57,56.99,48.68,0.06,48.62,0,2170.23
993.5,57,56.99,48.68,0.06,48.62,0,2170.24
994.5,57,56.99,48.68,0.06,48.62,0,2170.25
995.5,57,56.99,48.68,0.06,48.62,0,2170.26
