tm,Tsp1,T1,Q1,P,ierr,D,iae
4256.6,57,56.67,50.43,1.98,48.45,0,12594.6
4257.6,57,56.67,50.45,1.98,48.47,0,12594.93
4258.6,57,56.67,50.48,1.98,48.5,0,12595.26
4259.6,57,56.67,50.51,1.98,48.53,0,12595.59
4260.6,57,56.67,50.53,1.98,48.55,0,12595.92
4261.6,57,56.67,50.56,1.98,48.58,0,12596.25
4262.6,57,56.67,50.59,1.98,48.61,0,12596.58
4263.6,57,56.67,50.61,1.98,48.63,0,12596.91
4264.6,57,56.67,50.64,1.98,48.66,0,12597.24
4265.6,57,56.7,50.48,1.8,48.68,0,12597.54
4266.6,57,56.73,50.32,1.62,48.7,0,12597.81
4267.6,57,56.8,49.92,1.2,48.72,0,12598.01
4268.6,57,56.73,50.36,1.62,48.74,0,12598.28
4269.6,57,56.86,49.59,0.84,48.75,0,12598.42
4270.6,57,56.9,49.36,0.6,48.76,0,12598.52
4271.6,57,56.9,49.37,0.6,48.77,0,12598.62
4272.6,57,56.83,49.8,1.02,48.78,0,12598.79
4273.6,57,56.83,49.82,1.02,48.8,0,12598.96
4274.6,57,56.9,49.41,0.6,48.81,0,12599.06
4275.6,57,56.86,49.66,0.84,48.82,0,12599.2
4276.6,57,56.9,49.42,0.6,48.82,0,12599.3
4277.6,57,56.99,48.89,0.06,48.83,0,12599.31
4278.6,57,56.9,49.43,0.6,48.83,0,12599.41
4279.6,57,56.86,49.68,0.84,48.84,0,12599.55
4280.6,57,56.86,49.7,0.84,48.86,0,12599.69
4281.6,57,56.77,50.25,1.38,48.87,0,12599.92
4282.6,57,56.83,49.91,1.02,48.89,0,12600.09
4283.6,57,56.86,49.74,0.84,48.9,0,12600.23
4284.6,57,56.86,49.75,0.84,48.91,0,12600.37
4285.6,57,56.9,49.52,0.6,48.92,0,12600.47
4286.6,57,56.96,49.16,0.24,48.92,0,12600.51
4287.6,57,56.93,49.35,0.42,48.93,0,12600.58
4288.6,57,56.96,49.17,0.24,48.93,0,12600.62
4289.7,57,56.99,48.99,0.06,48.93,0,12600.63
4290.7,57,56.99,48.99,0.06,48.93,0,12600.64
4291.7,57,56.99,48.99,0.06,48.93,0,12600.65
4292.7,57,56.99,48.99,0.06,48.93,0,12600.66
4293.7,57,56.96,49.18,0.24,48.94,0,12600.7
4294.7,57,56.99,49,0.06,48.94,0,12600.71
4295.7,57,56.99,49,0.06,48.94,0,12600.72
4296.7,57,56.99,49,0.06,48.94,0,12600.73
4297.7,57,56.99,49,0.06,48.94,0,12600.74
4298.7,57,56.99,49,0.06,48.94,0,12600.75
4299.7,57,56.99,49,0.06,48.94,0,12600.76
4300.7,57,56.99,49,0.06,48.94,0,12600.77
4301.7,57,56.99,49,0.06,48.94,0,12600.78
4302.7,57,56.99,49,0.06,48.94,0,12600.79
4303.7,57,56.99,49,0.06,48.94,0,12600.8
4304.7,57,56.99,49.01,0.06,48.95,0,12600.81
4305.7,57,56.99,49.01,0.06,48.95,0,12600.82
4306.7,57,56.99,49.01,0.06,48.95,0,12600.83
4307.7,57,56.99,49.01,0.06,48.95,0,12600.84
4308.7,69,56.99,100,72.06,48.95,0,12612.85
4309.7,69,56.99,100,72.06,48.95,0,12624.86
4310.7,69,56.99,100,72.06,48.95,0,12636.87
4311.7,69,56.99,100,72.06,48.95,0,12648.88
4312.7,69,56.99,100,72.06,48.95,0,12660.89
4313.7,69,56.99,100,72.06,48.95,0,12672.9
4314.7,69,56.99,100,72.06,48.95,0,12684.91
4315.7,69,56.99,100,72.06,48.95,0,12696.92
4316.7,69,57.02,100,71.88,48.95,0,12708.9
4317.7,69,57.06,100,71.64,48.95,0,12720.84
4318.7,69,57.06,100,71.64,48.95,0,12732.78
4319.7,69,57.09,100,71.46,48.95,0,12744.69
4320.7,69,57.28,100,70.32,48.95,0,12756.41
4321.7,69,57.31,100,70.14,48.95,0,12768.1
4322.7,69,57.31,100,70.14,48.95,0,12779.79
4323.7,69,57.35,100,69.9,48.95,0,12791.44
4324.7,69,57.44,100,69.36,48.95,0,12803
4325.7,69,57.6,100,68.4,48.95,0,12814.4
4326.7,69,57.64,100,68.16,48.95,0,12825.76
4327.7,69,57.67,100,67.98,48.95,0,12837.09
4328.7,69,57.86,100,66.84,48.95,0,12848.23
4329.7,69,57.96,100,66.24,48.95,0,12859.27
4330.7,69,57.96,100,66.24,48.95,0,12870.31
4331.7,69,58.18,100,64.92,48.95,0,12881.13
4332.7,69,58.28,100,64.32,48.95,0,12891.85
4333.7,69,58.28,100,64.32,48.95,0,12902.57
4334.7,69,58.57,100,62.58,48.95,0,12913
4335.7,69,58.6,100,62.4,48.95,0,12923.4
4336.7,69,58.76,100,61.44,48.95,0,12933.64
4337.7,69,58.93,100,60.42,48.95,0,12943.71
4338.7,69,58.99,100,60.06,48.95,0,12953.72
4339.7,69,59.25,100,58.5,48.95,0,12963.47
4340.8,69,59.28,100,58.32,48.95,0,12973.19
4341.8,69,59.54,100,56.76,48.95,0,12982.65
4342.8,69,59.57,100,56.58,48.95,0,12992.08
4343.8,69,59.89,100,54.66,48.95,0,13001.19
4344.8,69,59.89,100,54.66,48.95,0,13010.3
4345.8,69,60.21,100,52.74,48.95,0,13019.09
4346.8,69,60.25,100,52.5,48.95,0,13027.84
4347.8,69,60.5,100,51,48.95,0,13036.34
4348.8,69,60.54,100,50.76,48.95,0,13044.8
4349.8,69,60.86,98.44,48.84,49.6,0,13052.94
4350.8,69,60.86,99.09,48.84,50.25,0,13061.08
4351.8,69,61.18,97.8,46.92,50.88,0,13068.9
4352.8,69,61.18,98.43,46.92,51.51,0,13076.72
4353.8,69,61.5,97.11,45,52.11,0,13084.22
4354.8,69,61.5,97.71,45,52.71,0,13091.72
4355.8,69,61.83,96.3,43.02,53.28,0,13098.89
4356.8,69,61.83,96.88,43.02,53.86,0,13106.06
4357.8,69,62.15,95.51,41.1,54.41,0,13112.91
4358.8,69,62.15,96.06,41.1,54.96,0,13119.76
4359.8,69,62.47,94.66,39.18,55.48,0,13126.29
4360.8,69,62.47,95.18,39.18,56,0,13132.82
4361.8,69,62.79,93.76,37.26,56.5,0,13139.03
4362.8,69,62.83,94.02,37.02,57,0,13145.2
4363.8,69,63.12,92.75,35.28,57.47,0,13151.08
4364.8,69,63.12,93.22,35.28,57.94,0,13156.96
4365.8,69,63.44,91.74,33.36,58.38,0,13162.52
4366.8,69,63.44,92.19,33.36,58.83,0,13168.08
4367.8,69,63.73,90.87,31.62,59.25,0,13173.35
4368.8,69,63.79,90.93,31.26,59.67,0,13178.56
4369.8,69,64.05,89.77,29.7,60.07,0,13183.51
4370.8,69,64.08,89.99,29.52,60.47,0,13188.43
4371.8,69,64.4,88.43,27.6,60.83,0,13193.03
4372.8,69,64.4,88.8,27.6,61.2,0,13197.63
4373.8,69,64.73,87.16,25.62,61.54,0,13201.9
4374.8,69,64.73,87.51,25.62,61.89,0,13206.17
4375.8,69,64.98,86.33,24.12,62.21,0,13210.19
4376.8,69,65.05,86.22,23.7,62.52,0,13214.14
4377.8,69,65.11,86.18,23.34,62.84,0,13218.03
4378.8,69,65.37,84.91,21.78,63.13,0,13221.66
4379.8,69,65.37,85.2,21.78,63.42,0,13225.29
4380.8,69,65.69,83.54,19.86,63.68,0,13228.6
4381.8,69,65.69,83.81,19.86,63.95,0,13231.91
4382.8,69,65.89,82.86,18.66,64.2,0,13235.02
4383.8,69,66.02,82.32,17.88,64.44,0,13238
4384.8,69,66.05,82.37,17.7,64.67,0,13240.95
4385.8,69,66.27,81.27,16.38,64.89,0,13243.68
4386.8,69,66.34,81.07,15.96,65.11,0,13246.34
4387.9,69,66.47,80.49,15.18,65.31,0,13248.87
4388.9,69,66.63,79.72,14.22,65.5,0,13251.24
4389.9,69,66.66,79.73,14.04,65.69,0,13253.58
4390.9,69,66.79,79.12,13.26,65.86,0,13255.79
4391.9,69,66.95,78.33,12.3,66.03,0,13257.84
4392.9,69,66.98,78.31,12.12,66.19,0,13259.86
4393.9,69,66.98,78.47,12.12,66.35,0,13261.88
4394.9,69,67.14,77.66,11.16,66.5,0,13263.74
4395.9,69,67.3,76.84,10.2,66.64,0,13265.44
4396.9,69,67.3,76.97,10.2,66.77,0,13267.14
4397.9,69,67.43,76.32,9.42,66.9,0,13268.71
4398.9,69,67.59,75.47,8.46,67.01,0,13270.12
4399.9,69,67.63,75.34,8.22,67.12,0,13271.49
4400.9,69,67.63,75.45,8.22,67.23,0,13272.86
4401.9,69,67.76,74.77,7.44,67.33,0,13274.1
4402.9,69,67.88,74.14,6.72,67.42,0,13275.22
4403.9,69,67.95,73.8,6.3,67.5,0,13276.27
4404.9,69,67.95,73.89,6.3,67.59,0,13277.32
4405.9,69,68.08,73.18,5.52,67.66,0,13278.24
4406.9,69,68.27,72.1,4.38,67.72,0,13278.97
4407.9,69,68.27,72.16,4.38,67.78,0,13279.7
4408.9,69,68.27,72.22,4.38,67.84,0,13280.43
4409.9,69,68.4,71.49,3.6,67.89,0,13281.03
4410.9,69,68.56,70.56,2.64,67.92,0,13281.47
4411.9,69,68.59,70.41,2.46,67.95,0,13281.88
4412.9,69,68.59,70.45,2.46,67.99,0,13282.29
4413.9,69,68.63,70.24,2.22,68.02,0,13282.66
4414.9,69,68.72,69.72,1.68,68.04,0,13282.94
4415.9,69,68.88,68.77,0.72,68.05,0,13283.06
4416.9,69,68.92,68.53,0.48,68.05,0,13283.14
4417.9,69,68.88,68.78,0.72,68.06,0,13283.26
4418.9,69,68.92,68.55,0.48,68.07,0,13283.34
4419.9,69,68.92,68.56,0.48,68.08,0,13283.42
4420.9,69,68.92,68.56,0.48,68.08,0,13283.5
4421.9,69,68.92,68.57,0.48,68.09,0,13283.58
4422.9,69,69.04,67.85,-0.24,68.09,0,13283.62
4423.9,69,69.14,67.24,-0.84,68.08,0,13283.76
4424.9,69,69.21,66.8,-1.26,68.06,0,13283.97
4425.9,69,69.24,66.6,-1.44,68.04,0,13284.21
4426.9,69,69.24,66.58,-1.44,68.02,0,13284.45
4427.9,69,69.24,66.56,-1.44,68,0,13284.69
4428.9,69,69.24,66.54,-1.44,67.98,0,13284.93
4429.9,69,69.27,66.34,-1.62,67.96,0,13285.2
4430.9,69,69.27,66.32,-1.62,67.94,0,13285.47
4431.9,69,69.33,65.93,-1.98,67.91,0,13285.8
4432.9,69,69.46,65.11,-2.76,67.87,0,13286.26
4433.9,69,69.46,65.08,-2.76,67.84,0,13286.72
4434.9,69,69.56,64.43,-3.36,67.79,0,13287.28
4435.9,69,69.56,64.39,-3.36,67.75,0,13287.84
4436.9,69,69.56,64.34,-3.36,67.7,0,13288.4
4437.9,69,69.56,64.3,-3.36,67.66,0,13288.96
4438.9,69,69.56,64.25,-3.36,67.61,0,13289.52
4439.9,69,69.56,64.21,-3.36,67.57,0,13290.08
4440.9,69,69.56,64.16,-3.36,67.52,0,13290.64
4441.9,69,69.59,63.94,-3.54,67.48,0,13291.23
4443,69,69.56,64.07,-3.36,67.43,0,13291.79
4444,69,69.56,64.03,-3.36,67.39,0,13292.35
4445,69,69.56,63.98,-3.36,67.34,0,13292.91
4446,69,69.56,63.94,-3.36,67.3,0,13293.47
4447,69,69.56,63.89,-3.36,67.25,0,13294.03
4448,69,69.56,63.85,-3.36,67.21,0,13294.59
4449,69,69.56,63.8,-3.36,67.16,0,13295.15
4450,69,69.56,63.76,-3.36,67.12,0,13295.71
4451,69,69.56,63.71,-3.36,67.07,0,13296.27
4452,69,69.56,63.67,-3.36,67.03,0,13296.83
4453,69,69.56,63.62,-3.36,66.98,0,13297.39
4454,69,69.56,63.58,-3.36,66.94,0,13297.95
4455,69,69.56,63.53,-3.36,66.89,0,13298.51
4456,69,69.56,63.49,-3.36,66.85,0,13299.07
4457,69,69.56,63.44,-3.36,66.8,0,13299.63
4458,69,69.56,63.4,-3.36,66.76,0,13300.19
4459,69,69.56,63.35,-3.36,66.71,0,13300.75
4460,69,69.56,63.31,-3.36,66.67,0,13301.31
4461,69,69.56,63.26,-3.36,66.62,0,13301.87
4462,69,69.56,63.22,-3.36,66.58,0,13302.43
4463,69,69.56,63.17,-3.36,66.53,0,13302.99
4464,69,69.56,63.13,-3.36,66.49,0,13303.55
4465,69,69.46,63.69,-2.76,66.45,0,13304.01
4466,69,69.33,64.45,-1.98,66.43,0,13304.34
4467,69,69.5,63.39,-3,66.39,0,13304.84
4468,69,69.37,64.14,-2.22,66.36,0,13305.21
4469,69,69.3,64.53,-1.8,66.33,0,13305.51
4470,69,69.24,64.87,-1.44,66.31,0,13305.75
4471,69,69.27,64.67,-1.62,66.29,0,13306.02
4472,69,69.24,64.83,-1.44,66.27,0,13306.26
4473,69,69.24,64.81,-1.44,66.25,0,13306.5
4474,69,69.24,64.79,-1.44,66.23,0,13306.74
4475,69,69.24,64.77,-1.44,66.21,0,13306.98
4476,69,69.21,64.94,-1.26,66.2,0,13307.19
4477,69,69.24,64.74,-1.44,66.18,0,13307.43
4478,69,69.24,64.72,-1.44,66.16,0,13307.67
4479,69,69.24,64.7,-1.44,66.14,0,13307.91
4480,69,69.24,64.68,-1.44,66.12,0,13308.15
4481,69,69.17,65.09,-1.02,66.11,0,13308.32
4482,69,69.24,64.65,-1.44,66.09,0,13308.56
4483,69,69.24,64.63,-1.44,66.07,0,13308.8
4484,69,69.14,65.22,-0.84,66.06,0,13308.94
4485,69,69.21,64.78,-1.26,66.04,0,13309.15
4486,69,69.24,64.58,-1.44,66.02,0,13309.39
4487,69,69.24,64.56,-1.44,66,0,13309.63
4488,69,69.24,64.54,-1.44,65.98,0,13309.87
4489,69,69.21,64.71,-1.26,65.97,0,13310.08
4490,69,69.17,64.93,-1.02,65.95,0,13310.25
4491.1,69,69.17,64.92,-1.02,65.94,0,13310.42
4492.1,69,69.21,64.66,-1.26,65.92,0,13310.63
4493.1,69,69.04,65.68,-0.24,65.92,0,13310.67
4494.1,69,69.01,65.86,-0.06,65.92,0,13310.68
4495.1,69,68.98,66.04,0.12,65.92,0,13310.7
4496.1,69,69.01,65.86,-0.06,65.92,0,13310.71
4497.1,69,69.01,65.86,-0.06,65.92,0,13310.72
4498.1,69,68.95,66.22,0.3,65.92,0,13310.77
4499.1,69,68.95,66.23,0.3,65.93,0,13310.82
4500.1,69,68.95,66.23,0.3,65.93,0,13310.87
4501.1,69,68.92,66.42,0.48,65.94,0,13310.95
4502.1,69,68.95,66.24,0.3,65.94,0,13311
4503.1,69,68.92,66.43,0.48,65.95,0,13311.08
4504.1,69,68.92,66.43,0.48,65.95,0,13311.16
4505.1,69,68.92,66.44,0.48,65.96,0,13311.24
4506.1,69,68.92,66.45,0.48,65.97,0,13311.32
4507.1,69,68.92,66.45,0.48,65.97,0,13311.4
4508.1,69,68.92,66.46,0.48,65.98,0,13311.48
4509.1,69,68.92,66.46,0.48,65.98,0,13311.56
4510.1,69,68.92,66.47,0.48,65.99,0,13311.64
4511.1,69,68.92,66.48,0.48,66,0,13311.72
4512.1,69,68.92,66.48,0.48,66,0,13311.8
4513.1,69,68.92,66.49,0.48,66.01,0,13311.88
4514.1,69,68.92,66.5,0.48,66.02,0,13311.96
4515.1,69,68.92,66.5,0.48,66.02,0,13312.04
4516.1,69,68.85,66.94,0.9,66.04,0,13312.19
4517.1,69,68.92,66.52,0.48,66.04,0,13312.27
4518.1,69,68.85,66.95,0.9,66.05,0,13312.42
4519.1,69,68.69,67.94,1.86,66.08,0,13312.73
4520.1,69,68.59,68.57,2.46,66.11,0,13313.14
4521.1,69,68.59,68.6,2.46,66.14,0,13313.55
4522.1,69,68.59,68.64,2.46,66.18,0,13313.96
4523.1,69,68.59,68.67,2.46,66.21,0,13314.37
4524.1,69,68.59,68.7,2.46,66.24,0,13314.78
4525.1,69,68.59,68.74,2.46,66.28,0,13315.19
4526.2,69,68.59,68.77,2.46,66.31,0,13315.6
4527.2,69,68.59,68.8,2.46,66.34,0,13316.01
4528.2,69,68.59,68.83,2.46,66.37,0,13316.42
4529.2,69,68.59,68.87,2.46,66.41,0,13316.83
4530.2,69,68.59,68.9,2.46,66.44,0,13317.24
4531.2,69,68.59,68.93,2.46,66.47,0,13317.65
4532.2,69,68.59,68.97,2.46,66.51,0,13318.06
4533.2,69,68.59,69,2.46,66.54,0,13318.47
4534.2,69,68.59,69.03,2.46,66.57,0,13318.88
4535.2,69,68.59,69.06,2.46,66.6,0,13319.29
4536.2,69,68.59,69.1,2.46,66.64,0,13319.7
4537.2,69,68.59,69.13,2.46,66.67,0,13320.11
4538.2,69,68.63,68.92,2.22,66.7,0,13320.48
4539.2,69,68.66,68.77,2.04,66.73,0,13320.82
4540.2,69,68.63,68.98,2.22,66.76,0,13321.19
4541.2,69,68.63,69.01,2.22,66.79,0,13321.56
4542.2,69,68.59,69.28,2.46,66.82,0,13321.97
4543.2,69,68.72,68.52,1.68,66.84,0,13322.25
4544.2,69,68.63,69.09,2.22,66.87,0,13322.62
4545.2,69,68.59,69.36,2.46,66.9,0,13323.03
4546.2,69,68.72,68.61,1.68,66.93,0,13323.31
4547.2,69,68.72,68.63,1.68,66.95,0,13323.59
4548.2,69,68.85,67.86,0.9,66.96,0,13323.74
4549.2,69,68.75,68.48,1.5,66.98,0,13323.99
4550.2,69,68.79,68.26,1.26,67,0,13324.2
4551.2,69,68.88,67.73,0.72,67.01,0,13324.32
4552.2,69,68.85,67.92,0.9,67.02,0,13324.47
4553.2,69,68.82,68.11,1.08,67.03,0,13324.65
4554.2,69,68.88,67.76,0.72,67.04,0,13324.77
4555.2,69,68.75,68.56,1.5,67.06,0,13325.02
4556.2,69,68.79,68.34,1.26,67.08,0,13325.23
4557.2,69,68.82,68.18,1.08,67.1,0,13325.41
4558.2,69,68.92,67.58,0.48,67.1,0,13325.49
4559.2,69,68.82,68.2,1.08,67.12,0,13325.67
4560.2,69,68.92,67.6,0.48,67.12,0,13325.75
4561.2,69,68.92,67.61,0.48,67.13,0,13325.83
4562.2,69,68.92,67.62,0.48,67.14,0,13325.91
4563.2,69,68.92,67.62,0.48,67.14,0,13325.99
4564.2,69,68.92,67.63,0.48,67.15,0,13326.07
4565.2,69,68.92,67.63,0.48,67.15,0,13326.15
4566.2,69,68.92,67.64,0.48,67.16,0,13326.23
4567.2,69,68.92,67.65,0.48,67.17,0,13326.31
4568.2,69,68.92,67.65,0.48,67.17,0,13326.39
4569.2,69,68.92,67.66,0.48,67.18,0,13326.47
4570.2,69,68.92,67.67,0.48,67.19,0,13326.55
4571.2,69,68.92,67.67,0.48,67.19,0,13326.63
4572.2,69,68.92,67.68,0.48,67.2,0,13326.71
4573.2,69,68.92,67.69,0.48,67.21,0,13326.79
4574.2,69,68.92,67.69,0.48,67.21,0,13326.87
4575.2,69,68.92,67.7,0.48,67.22,0,13326.95
4576.2,69,68.88,67.95,0.72,67.23,0,13327.07
4577.3,69,68.88,67.96,0.72,67.24,0,13327.19
4578.3,69,68.85,68.15,0.9,67.25,0,13327.34
4579.3,69,68.92,67.74,0.48,67.26,0,13327.42
4580.3,69,68.92,67.74,0.48,67.26,0,13327.5
4581.3,69,68.92,67.75,0.48,67.27,0,13327.58
4582.3,69,68.79,68.55,1.26,67.29,0,13327.79
4583.3,69,68.79,68.56,1.26,67.3,0,13328
4584.3,69,68.79,68.58,1.26,67.32,0,13328.21
4585.3,69,68.92,67.81,0.48,67.33,0,13328.29
4586.3,69,68.92,67.81,0.48,67.33,0,13328.37
4587.3,69,68.92,67.82,0.48,67.34,0,13328.45
4588.3,69,68.85,68.25,0.9,67.35,0,13328.6
4589.3,69,68.88,68.08,0.72,67.36,0,13328.72
4590.3,69,68.85,68.27,0.9,67.37,0,13328.87
4591.3,69,68.88,68.1,0.72,67.38,0,13328.99
4592.3,69,68.92,67.87,0.48,67.39,0,13329.07
4593.3,69,68.92,67.88,0.48,67.4,0,13329.15
4594.3,69,68.88,68.12,0.72,67.4,0,13329.27
4595.3,69,68.92,67.89,0.48,67.41,0,13329.35
4596.3,69,68.92,67.9,0.48,67.42,0,13329.43
4597.3,69,68.92,67.9,0.48,67.42,0,13329.51
4598.3,69,68.92,67.91,0.48,67.43,0,13329.59
4599.3,69,68.92,67.92,0.48,67.44,0,13329.67
4600.3,69,68.92,67.92,0.48,67.44,0,13329.75
4601.3,69,68.92,67.93,0.48,67.45,0,13329.83
4602.3,69,68.92,67.94,0.48,67.46,0,13329.91
4603.3,69,68.92,67.94,0.48,67.46,0,13329.99
4604.3,41,68.92,0,-167.52,67.46,0,13357.91
4605.3,41,68.92,0,-167.52,67.46,0,13385.83
4606.3,41,68.92,0,-167.52,67.46,0,13413.75
4607.3,41,68.92,0,-167.52,67.46,0,13441.67
4608.3,41,68.92,0,-167.52,67.46,0,13469.59
4609.3,41,68.92,0,-167.52,67.46,0,13497.51
4610.3,41,68.92,0,-167.52,67.46,0,13525.43
4611.3,41,68.88,0,-167.28,67.46,0,13553.31
4612.3,41,68.69,0,-166.14,67.46,0,13581
4613.3,41,68.59,0,-165.54,67.46,0,13608.59
4614.3,41,68.59,0,-165.54,67.46,0,13636.18
4615.3,41,68.59,0,-165.54,67.46,0,13663.77
4616.3,41,68.59,0,-165.54,67.46,0,13691.36
4617.3,41,68.59,0,-165.54,67.46,0,13718.95
4618.3,41,68.3,0,-163.8,67.46,0,13746.25
4619.3,41,68.27,0,-163.62,67.46,0,13773.52
4620.4,41,68.27,0,-163.62,67.46,0,13800.79
4621.4,41,68.21,0,-163.26,67.46,0,13828
4622.4,41,67.95,0,-161.7,67.46,0,13854.95
4623.4,41,67.95,0,-161.7,67.46,0,13881.9
4624.4,41,67.63,0,-159.78,67.46,0,13908.53
4625.4,41,67.63,0,-159.78,67.46,0,13935.16
4626.4,41,67.56,0,-159.36,67.46,0,13961.72
4627.4,41,67.3,0,-157.8,67.46,0,13988.02
4628.4,41,67.3,0,-157.8,67.46,0,14014.32
4629.4,41,67.05,0,-156.3,67.46,0,14040.37
4630.4,41,66.98,0,-155.88,67.46,0,14066.35
4631.4,41,66.76,0,-154.56,67.46,0,14092.11
4632.4,41,66.66,0,-153.96,67.46,0,14117.77
4633.4,41,66.34,0,-152.04,67.46,0,14143.11
4634.4,41,66.34,0,-152.04,67.46,0,14168.45
4635.4,41,66.02,0,-150.12,67.46,0,14193.47
4636.4,41,66.02,0,-150.12,67.46,0,14218.49
4637.4,41,65.69,0,-148.14,67.46,0,14243.18
4638.4,41,65.6,0,-147.6,67.46,0,14267.78
4639.4,41,65.37,0,-146.22,67.46,0,14292.15
4640.4,41,65.08,0,-144.48,67.46,0,14316.23
4641.4,41,65.05,0,-144.3,67.46,0,14340.28
4642.4,41,64.73,0,-142.38,67.46,0,14364.01
4643.4,41,64.47,0,-140.82,67.46,0,14387.48
4644.4,41,64.4,0,-140.4,67.46,0,14410.88
4645.4,41,64.21,0,-139.26,67.46,0,14434.09
4646.4,41,64.08,0,-138.48,67.46,0,14457.17
4647.4,41,63.76,0,-136.56,67.46,0,14479.93
4648.4,41,63.76,0,-136.56,67.46,0,14502.69
4649.4,41,63.44,0,-134.64,67.46,0,14525.13
4650.4,41,63.18,0,-133.08,67.46,0,14547.31
4651.4,41,63.12,0,-132.72,67.46,0,14569.43
4652.4,41,62.79,0,-130.74,67.46,0,14591.22
4653.4,41,62.66,0,-129.96,67.46,0,14612.88
4654.4,41,62.47,0,-128.82,67.46,0,14634.35
4655.4,41,62.15,0,-126.9,67.46,0,14655.5
4656.4,41,62.12,0,-126.72,67.46,0,14676.62
4657.4,41,61.83,0,-124.98,67.46,0,14697.45
4658.4,41,61.54,0,-123.24,67.46,0,14717.99
4659.5,41,61.5,0,-123,67.46,0,14738.49
4660.5,41,61.18,0,-121.08,67.46,0,14758.67
4661.5,41,61.12,0,-120.72,67.46,0,14778.79
4662.5,41,60.86,0,-119.16,67.46,0,14798.65
4663.5,41,60.54,0,-117.24,67.46,0,14818.19
4664.5,41,60.41,0,-116.46,67.46,0,14837.6
4665.5,41,60.21,0,-115.26,67.46,0,14856.81
4666.5,41,59.89,0,-113.34,67.46,0,14875.7
4667.5,41,59.89,0,-113.34,67.46,0,14894.59
4668.5,41,59.57,0,-111.42,67.46,0,14913.16
4669.5,41,59.34,0,-110.04,67.46,0,14931.5
4670.5,41,59.25,0,-109.5,67.46,0,14949.75
4671.5,41,58.93,0,-107.58,67.46,0,14967.68
4672.5,41,58.7,0,-106.2,67.46,0,14985.38
4673.5,41,58.6,0,-105.6,67.46,0,15002.98
4674.5,41,58.28,0,-103.68,67.46,0,15020.26
4675.5,41,58.28,0,-103.68,67.46,0,15037.54
4676.5,41,57.96,0,-101.76,67.46,0,15054.5
4677.5,41,57.93,0,-101.58,67.46,0,15071.43
4678.5,41,57.64,0,-99.84,67.46,0,15088.07
4679.5,41,57.44,0,-98.64,67.46,0,15104.51
4680.5,41,57.31,0,-97.86,67.46,0,15120.82
4681.5,41,56.99,0,-95.94,67.46,0,15136.81
4682.5,41,56.99,0,-95.94,67.46,0,15152.8
4683.5,41,56.67,0,-94.02,67.46,0,15168.47
4684.5,41,56.64,0,-93.84,67.46,0,15184.11
4685.5,41,56.35,0,-92.1,67.46,0,15199.46
4686.5,41,56.03,0,-90.18,67.46,0,15214.49
4687.5,41,56.03,0,-90.18,67.46,0,15229.52
4688.5,41,55.7,0,-88.2,67.46,0,15244.22
4689.5,41,55.61,0,-87.66,67.46,0,15258.83
4690.5,41,55.38,0,-86.28,67.46,0,15273.21
4691.5,41,55.12,0,-84.72,67.46,0,15287.33
4692.5,41,55.06,0,-84.36,67.46,0,15301.39
4693.5,41,54.74,0,-82.44,67.46,0,15315.13
4694.5,41,54.74,0,-82.44,67.46,0,15328.87
4695.5,41,54.41,0,-80.46,67.46,0,15342.28
4696.5,41,54.22,0,-79.32,67.46,0,15355.5
4697.5,41,54.09,0,-78.54,67.46,0,15368.59
4698.5,41,53.77,0,-76.62,67.46,0,15381.36
4699.5,41,53.77,0,-76.62,67.46,0,15394.13
4700.5,41,53.45,0,-74.7,67.46,0,15406.58
4701.5,41,53.45,0,-74.7,67.46,0,15419.03
4702.5,41,53.13,0,-72.78,67.46,0,15431.16
4703.5,41,53.13,0,-72.78,67.46,0,15443.29
4704.5,41,52.8,0,-70.8,67.46,0,15455.09
4705.5,41,52.8,0,-70.8,67.46,0,15466.89
4706.5,41,52.48,0,-68.88,67.46,0,15478.37
4707.5,41,52.48,0,-68.88,67.46,0,15489.85
4708.5,41,52.16,0,-66.96,67.46,0,15501.01
4709.5,41,52.16,0,-66.96,67.46,0,15512.17
4710.6,41,51.84,1.55,-65.04,66.59,0,15523.01
4711.6,41,51.58,2.26,-63.48,65.74,0,15533.59
4712.6,41,51.51,1.83,-63.06,64.89,0,15544.1
4713.6,41,51.26,2.51,-61.56,64.07,0,15554.36
4714.6,41,51.19,2.11,-61.14,63.25,0,15564.55
4715.6,41,50.9,3.06,-59.4,62.46,0,15574.45
4716.6,41,50.87,2.45,-59.22,61.67,0,15584.32
4717.6,41,50.55,3.6,-57.3,60.9,0,15593.87
4718.6,41,50.55,2.83,-57.3,60.13,0,15603.42
4719.6,41,50.26,3.82,-55.56,59.38,0,15612.68
4720.6,41,50.22,3.32,-55.32,58.64,0,15621.9
4721.6,41,50,3.91,-54,57.91,0,15630.9
4722.6,41,49.9,3.8,-53.4,57.2,0,15639.8
4723.6,41,49.64,4.67,-51.84,56.51,0,15648.44
4724.6,41,49.58,4.34,-51.48,55.82,0,15657.02
4725.6,41,49.26,5.6,-49.56,55.16,0,15665.28
4726.6,41,49.26,4.94,-49.56,54.5,0,15673.54
4727.6,41,49.13,5.07,-48.78,53.85,0,15681.67
4728.6,41,48.97,5.39,-47.82,53.21,0,15689.64
4729.6,41,48.94,4.93,-47.64,52.57,0,15697.58
4730.6,41,48.61,6.3,-45.66,51.96,0,15705.19
